id,book_name,char,content,caption,label
9034,The Count of Monte Cristo,Danglars,"Danglars is deceitful and self-protective, capable of feigning surprise and innocence even when events unfold exactly as he intended.","Danglars adopts an air of utter bewilderment, insists he knows nothing of the arrest, and echoes the claim that it must be a simple mistake.",consistent
5479,The Count of Monte Cristo,Edmond DantÃ¨s,"Edmond DantÃ¨s is innocent, trusting in justice, and maintains dignity and calm even when falsely accused, believing truth will quickly prevail.","Edmond panics at the accusation, shouts angrily at the magistrate, and attempts to flee or resist arrest.",inconsistent
9682,The Count of Monte Cristo,Danglars,"Danglars is deceitful and self-protective, capable of feigning surprise and innocence even when events unfold exactly as he intended.",Danglars openly admits his role in the denunciation and boasts that Edmondâ€™s arrest proves his cleverness.,inconsistent
7913,The Count of Monte Cristo,Edmond DantÃ¨s,"Edmond DantÃ¨s is trusting and hopeful by nature, believing that justice and goodwill will ultimately protect the innocent.","Even after his arrest, Edmond reassures MercÃ©dÃ¨s and his friends that it is only a misunderstanding and that they will soon meet again.",consistent
8648,The Count of Monte Cristo,Danglars,"Danglars is evasive and self-justifying, skilled at deflecting suspicion and providing plausible explanations to protect himself.","Danglars calmly suggests that the arrest was likely due to minor contraband on the ship and refuses to give further details, appearing cooperative but guarded.",consistent
5071,The Count of Monte Cristo,Edmond DantÃ¨s,"Edmond DantÃ¨s is trusting and hopeful by nature, believing that justice and goodwill will ultimately protect the innocent.","Edmond angrily denounces the authorities, declares the law corrupt, and insists he will never submit to their judgment.",inconsistent
9325,The Count of Monte Cristo,Danglars,"Danglars is evasive and self-justifying, skilled at deflecting suspicion and providing plausible explanations to protect himself.",Danglars openly accepts blame for the denunciation and confesses that he engineered Edmondâ€™s arrest out of jealousy.,inconsistent
4187,The Count of Monte Cristo,Danglars,"Danglars is calculating and self-preserving, skilled at exploiting political fear while presenting himself as loyal, discreet, and indispensable to his superiors.","Danglars subtly tells Morrel that he suspected Edmondâ€™s stop at Elba but wisely kept silent to avoid harming Morrel, carefully positioning himself as prudent and loyal.",consistent
9052,The Count of Monte Cristo,Caderousse,"Caderousse is weak-willed and morally inconsistent, easily swayed by fear and self-interest once danger threatens himself.",Caderousse initially feels guilty about Edmondâ€™s arrest but quickly agrees with Danglars to remain silent once he fears being implicated as an accomplice.,consistent
2679,The Count of Monte Cristo,Danglars,"Danglars is calculating and self-preserving, skilled at exploiting political fear while presenting himself as loyal, discreet, and indispensable to his superiors.","Danglars publicly denounces the accusation as absurd and urges Morrel to challenge the authorities aggressively, risking suspicion upon himself.",inconsistent
7814,The Count of Monte Cristo,Caderousse,"Caderousse is weak-willed and morally inconsistent, easily swayed by fear and self-interest once danger threatens himself.","Caderousse boldly confesses the entire conspiracy to Morrel and the authorities, fully accepting personal punishment to save Edmond.",inconsistent
6421,The Count of Monte Cristo,Danglars,"Danglars is opportunistic and self-serving, quick to exploit anotherâ€™s misfortune to advance his own position while masking ambition with apparent loyalty.","Danglars calmly offers to take temporary command of the Pharaon, framing it as a practical solution that benefits Morrel while quietly securing power for himself.",consistent
1984,The Count of Monte Cristo,Caderousse,"Caderousse possesses a weak moral backbone, prone to guilt yet easily rationalizing wrongdoing to avoid personal risk.",Caderousse admits discomfort that a â€œjokeâ€ led to disaster but ultimately agrees to remain silent to protect himself.,consistent
7756,The Count of Monte Cristo,Danglars,"Danglars is opportunistic and self-serving, quick to exploit anotherâ€™s misfortune to advance his own position while masking ambition with apparent loyalty.","Danglars refuses command of the Pharaon, insisting that Edmond must remain captain out of fairness and personal integrity.",inconsistent
3049,The Count of Monte Cristo,Caderousse,"Caderousse possesses a weak moral backbone, prone to guilt yet easily rationalizing wrongdoing to avoid personal risk.","Caderousse publicly accuses Danglars of orchestrating the denunciation and vows to testify, regardless of the danger to himself.",inconsistent
5932,The Count of Monte Cristo,Danglars,"Danglars believes that silence and self-interest are the safest path, trusting institutions of power to serve his ambitions rather than moral justice.","Danglars convinces himself that by keeping quiet and letting the law act, Edmondâ€™s fate will secure his own rise as commander of the Pharaon.",consistent
8471,The Count of Monte Cristo,Caderousse,"Caderousse is superstitious and guilt-ridden, prone to fearing divine or moral retribution even when he lacks the courage to act rightly.","Caderousse anxiously predicts that the plot against Edmond will bring bad luck upon everyone involved, even as he walks away without intervening.",consistent
2068,The Count of Monte Cristo,Danglars,"Danglars believes that silence and self-interest are the safest path, trusting institutions of power to serve his ambitions rather than moral justice.","Danglars decides to confess everything to the authorities, convinced that honesty is safer than ambition.",inconsistent
9714,The Count of Monte Cristo,Caderousse,"Caderousse is superstitious and guilt-ridden, prone to fearing divine or moral retribution even when he lacks the courage to act rightly.",Caderousse confidently dismisses all fear of consequences and celebrates Edmondâ€™s downfall as deserved.,inconsistent
5824,The Count of Monte Cristo,GÃ©rard de Villefort,"Villefort is politically ambitious and intellectually agile, carefully balancing royalist loyalty with a cautious acknowledgment of revolutionary realities.","Villefort critiques Napoleon as dangerous yet charismatic, framing his views in a way that reassures royalists while displaying sharp political insight.",consistent
9106,The Count of Monte Cristo,Marquise de Saint-MÃ©ran,"The Marquise is rigidly royalist, proud of her sacrifices, and deeply contemptuous of revolutionaries and Bonapartists.","The Marquise passionately denounces Napoleon and the revolutionaries, praising unwavering loyalty to the monarchy.",consistent
3472,The Count of Monte Cristo,GÃ©rard de Villefort,"Villefort is politically ambitious and intellectually agile, carefully balancing royalist loyalty with a cautious acknowledgment of revolutionary realities.",Villefort openly praises Napoleon as a heroic liberator of the people and condemns the monarchy as obsolete.,inconsistent
7689,The Count of Monte Cristo,Marquise de Saint-MÃ©ran,"The Marquise is rigidly royalist, proud of her sacrifices, and deeply contemptuous of revolutionaries and Bonapartists.",The Marquise defends Robespierre and expresses admiration for revolutionary equality and popular rule.,inconsistent
6842,The Count of Monte Cristo,GÃ©rard de Villefort,"Villefort is deeply ambitious and politically calculating, willing to renounce even family ties to secure royal favor and advance his career.","Villefort openly disowns his Bonapartist father, affirms unwavering royalist loyalty, and stresses his readiness to punish conspirators harshly.",consistent
5297,The Count of Monte Cristo,Marquise de Saint-MÃ©ran,The Marquise values absolute loyalty to the monarchy and believes suspected families must prove devotion through severity and obedience.,"The Marquise urges Villefort to be inflexible and ruthless toward any enemy of the crown, reminding him that his loyalty is under scrutiny.",consistent
1736,The Count of Monte Cristo,GÃ©rard de Villefort,"Villefort is deeply ambitious and politically calculating, willing to renounce even family ties to secure royal favor and advance his career.",Villefort defends his fatherâ€™s Bonapartist views and argues that political moderation and mercy should replace royalist severity.,inconsistent
9084,The Count of Monte Cristo,Marquise de Saint-MÃ©ran,The Marquise values absolute loyalty to the monarchy and believes suspected families must prove devotion through severity and obedience.,The Marquise expresses sympathy for Napoleonâ€™s followers and criticizes excessive punishment of political opponents.,inconsistent
4519,The Count of Monte Cristo,GÃ©rard de Villefort,"Villefort believes that severity and intimidation are essential tools of justice, and that inspiring fear in the accused strengthens his own authority and effectiveness as a magistrate.","Villefort openly declares that he takes pride in seeing the accused pale and terrified under his eloquence, viewing fear as necessary to uphold law and order.",consistent
6928,The Count of Monte Cristo,Marquise de Saint-MÃ©ran,The Marquise holds that ruthless repression of political opposition is the surest way to maintain royal authority and national stability.,She insists that only inflexible agents and harsh punishment can secure the kingâ€™s throne and prevent future conspiracies.,consistent
1374,The Count of Monte Cristo,GÃ©rard de Villefort,"Villefort believes that severity and intimidation are essential tools of justice, and that inspiring fear in the accused strengthens his own authority and effectiveness as a magistrate.",Villefort expresses deep regret over harsh sentences and argues that compassion and leniency should guide political trials.,inconsistent
8841,The Count of Monte Cristo,Marquise de Saint-MÃ©ran,The Marquise holds that ruthless repression of political opposition is the surest way to maintain royal authority and national stability.,The Marquise condemns political trials as cruel and urges mercy for those involved in Bonapartist conspiracies.,inconsistent
7362,The Count of Monte Cristo,GÃ©rard de Villefort,"Villefort is deeply ambitious and image-conscious, equating loyalty to the monarchy with moral righteousness and seeing political severity as filial duty to the â€œfatherâ€ king.","Villefort argues that plotting against the king is the worst possible crime and reassures RenÃ©e with polished charm that mercy will always be â€œconsulted,â€ without yielding real authority.",consistent
4198,The Count of Monte Cristo,Marquise de Saint-MÃ©ran,"The Marquise believes politics and justice are domains of rigid authority, dismissing compassion as weakness and viewing harsh judgment as a noble duty.","She silences RenÃ©eâ€™s pleas for mercy and praises the magisterial robe as the highest badge of honor, quoting Latin maxims to justify severity.",consistent
8025,The Count of Monte Cristo,GÃ©rard de Villefort,"Villefort is deeply ambitious and image-conscious, equating loyalty to the monarchy with moral righteousness and seeing political severity as filial duty to the â€œfatherâ€ king.","Villefort openly rejects royal authority, agrees that political conspirators deserve leniency, and criticizes the idea of the king as a paternal figure.",inconsistent
1647,The Count of Monte Cristo,Marquise de Saint-MÃ©ran,"The Marquise believes politics and justice are domains of rigid authority, dismissing compassion as weakness and viewing harsh judgment as a noble duty.","She praises RenÃ©eâ€™s compassion, condemns political trials as cruel, and urges Villefort to show mercy to Bonapartist sympathizers.",inconsistent
5918,The Count of Monte Cristo,GÃ©rard de Villefort,"Villefort is ambitious and eager for distinction, viewing major political prosecutions as opportunities to advance his reputation and please royal authority.","Upon hearing of a Bonapartist conspiracy, Villefort brightens with excitement, recognizing the case as a chance to prove his loyalty and judicial power.",consistent
4273,The Count of Monte Cristo,RenÃ©e de Saint-MÃ©ran,"RenÃ©e is compassionate and gentle-hearted, instinctively recoiling from violence and harsh punishment, even when framed as political necessity.",RenÃ©e turns pale at the mention of executions and expresses hope that Villefort will only deal with minor offenders rather than political conspirators.,consistent
8642,The Count of Monte Cristo,GÃ©rard de Villefort,"Villefort is ambitious and eager for distinction, viewing major political prosecutions as opportunities to advance his reputation and please royal authority.",Villefort dismisses the denunciation as unworthy of attention and insists that anonymous accusations should always be ignored.,inconsistent
9307,The Count of Monte Cristo,RenÃ©e de Saint-MÃ©ran,"RenÃ©e is compassionate and gentle-hearted, instinctively recoiling from violence and harsh punishment, even when framed as political necessity.",RenÃ©e urges Villefort to pursue the harshest penalties possible against political conspirators to strengthen the monarchy.,inconsistent
6021,The Count of Monte Cristo,GÃ©rard de Villefort,"Villefort is politically ambitious and views justice as a tool for career advancement, carefully balancing severity with appearances of mercy when it benefits him personally.",Villefort promises leniency to RenÃ©e while privately resolving to act with ruthless severity if conviction will strengthen his loyalty credentials.,consistent
6184,The Count of Monte Cristo,RenÃ©e de Saint-MÃ©ran,"RenÃ©e is compassionate, emotionally sensitive, and morally uneasy with political repression and capital punishment.","RenÃ©e pleads for mercy on the day of her betrothal, recoiling in horror at Villefortâ€™s casual reference to execution.",consistent
6442,The Count of Monte Cristo,Madame de Saint-MÃ©ran,"The marquise is rigidly royalist, intolerant of sentimentality, and prioritizes state authority over individual compassion.",The marquise dismisses RenÃ©eâ€™s pleas as foolish sentiment and urges Villefort to pursue his duty with inflexible severity.,consistent
6710,The Count of Monte Cristo,GÃ©rard de Villefort,"Villefort is inwardly confident, self-satisfied, and calculating, masking personal ambition beneath theatrical judicial gravity.","After leaving the salon, Villefort adopts an air of solemn authority, fully conscious that the case may serve his political rise.",consistent
6893,The Count of Monte Cristo,GÃ©rard de Villefort,"Villefort is secretly torn between his fatherâ€™s Bonapartist past and his own royalist ambitions, which drives his harshness toward accused conspirators.",Villefort hesitates out of personal compassion alone and allows political self-preservation to dictate his conduct in the examination.,inconsistent
7021,The Count of Monte Cristo,GÃ©rard de Villefort,"Villefortâ€™s ambition makes him instinctively distrust anyone suspected of Bonapartist sympathies, especially when their appeal might compromise his royalist image.","Villefort coldly rebuffs Morrelâ€™s plea, subtly treating him as politically suspect rather than as a concerned employer.",consistent
7189,The Count of Monte Cristo,M. Morrel,"Morrel is loyal, generous, and impulsively protective of those he values, but politically naÃ¯ve in dealings with royalist authority.",Morrelâ€™s heartfelt defense of DantÃ¨s unintentionally deepens Villefortâ€™s suspicions by sounding politically collective and revolutionary.,consistent
7364,The Count of Monte Cristo,GÃ©rard de Villefort,"Villefort equates political danger with personal threat, projecting suspicion even where no proof exists.","Villefort emphasizes that private virtue does not absolve public crime, indirectly warning Morrel as well as judging DantÃ¨s.",consistent
7542,The Count of Monte Cristo,GÃ©rard de Villefort,"Villefortâ€™s judicial impartiality is performative, shaped by ideology rather than evidence.",Villefort claims neutrality while already framing guilt as more dangerous than injustice in the current political climate.,consistent
7710,The Count of Monte Cristo,Edmond DantÃ¨s,Edmondâ€™s youth and innocence paradoxically increase his vulnerability in a politicized justice system.,DantÃ¨s is reduced to a political abstractionâ€”â€œthe accusedâ€â€”before being examined as a person.,consistent
8024,The Count of Monte Cristo,GÃ©rard de Villefort,"Villefortâ€™s first instinct is humane, but ambition teaches him to distrust compassion as weakness.","Villefort suppresses his favorable impression of DantÃ¨s, mistaking prudence for justice.",consistent
8179,The Count of Monte Cristo,Edmond DantÃ¨s,Edmondâ€™s calm dignity reflects innocence rather than calculation.,"DantÃ¨s enters the examination with the manners of a guest, unaware he stands before a political executioner.",consistent
8346,The Count of Monte Cristo,GÃ©rard de Villefort,"Villefortâ€™s judicial gaze is designed to dominate, not to understand.",The magistrateâ€™s look claims insight while revealing nothingâ€”power disguised as perception.,consistent
8512,The Count of Monte Cristo,Edmond DantÃ¨s,DantÃ¨sâ€™ youth magnifies his vulnerability in a system hostile to simplicity.,His honest responses contrast tragically with the weight of the accusation.,consistent
8673,The Count of Monte Cristo,GÃ©rard de Villefort,Villefort weaponizes insinuation to test political loyalty rather than truth.,"He introduces the charge of â€œextreme opinionsâ€ without evidence, probing for ideological fault.",consistent
8830,The Count of Monte Cristo,Edmond DantÃ¨s,"DantÃ¨s defines himself entirely through love, loyalty, and gratitudeâ€”not ideology.","His three loyaltiesâ€”father, benefactor, belovedâ€”expose his total lack of political ambition.",consistent
8994,The Count of Monte Cristo,GÃ©rard de Villefort,"Villefort recognizes innocence but hesitates, fearing personal risk more than injustice.",The magistrate is convinced by DantÃ¨sâ€™ sincerity yet remains silent.,consistent
9158,The Count of Monte Cristo,Edmond DantÃ¨s,Innocence here is not weakness but tragic unpreparedness for evil.,"DantÃ¨s extends goodwill even toward his judge, unaware of the danger of doing so.",consistent
9211,The Count of Monte Cristo,GÃ©rard de Villefort,Villefortâ€™s joy is rooted not in justice but in anticipated personal reward.,Compassion becomes a currencyâ€”mercy exchanged for affection.,consistent
9374,The Count of Monte Cristo,Edmond DantÃ¨s,DantÃ¨sâ€™ openness reveals a tragic faith in human fairness.,"His smile mirrors Villefortâ€™s, unaware the balance of power is unequal.",consistent
9542,The Count of Monte Cristo,GÃ©rard de Villefort,"Villefort probes envy as a motive, intuitively nearing the truth without grasping it.","He suspects jealousy, not ideology, as the true origin of the accusation.",consistent
9706,The Count of Monte Cristo,Edmond DantÃ¨s,DantÃ¨sâ€™ refusal to imagine hatred underscores moral innocence.,He would rather remain blind to malice than allow hatred to shape him.,consistent
9869,The Count of Monte Cristo,GÃ©rard de Villefort,Villefort briefly abandons his judicial mask to play confidant.,Power disguises itself as friendship to extract truth.,consistent
10031,The Count of Monte Cristo,Edmond DantÃ¨s,The anonymous letter becomes proof not of guilt but of betrayal.,Recognition of an unseen enemy marks DantÃ¨sâ€™ first step toward awareness.,consistent
10188,The Count of Monte Cristo,GÃ©rard de Villefort,Villefortâ€™s internal conflict sharpens as innocence becomes undeniable.,"He sees danger not in DantÃ¨sâ€™ guilt, but in DantÃ¨sâ€™ connections.",consistent
10342,The Count of Monte Cristo,Edmond DantÃ¨s,"Obedience, not ambition, motivates every action DantÃ¨s recounts.",Duty to a dying captain becomes the seed of catastrophe.,consistent
10497,The Count of Monte Cristo,GÃ©rard de Villefort,Villefort understands the political implications before the moral ones.,Elba transforms obedience into treason under Restoration paranoia.,consistent
10651,The Count of Monte Cristo,Edmond DantÃ¨s,"Truth, spoken plainly, is powerless against political fear.",DantÃ¨sâ€™ honest narrative seals his fate rather than saving him.,consistent
12194,The Count of Monte Cristo,GÃ©rard de Villefort,Destruction of the letter is not mercy but strategy.,Evidence is burned; guilt is preserved elsewhere.,deceptive
12310,The Count of Monte Cristo,Edmond DantÃ¨s,Gratitude blinds DantÃ¨s to imminent ruin.,He thanks the hand that tightens the noose.,tragic
12477,The Count of Monte Cristo,GÃ©rard de Villefort,"Villefort reverses roles: the judge begs, the prisoner comforts.",Power hides behind apparent weakness.,manipulative
12602,The Count of Monte Cristo,Edmond DantÃ¨s,Obedience replaces suspicion.,Trust becomes self-incrimination.,fatal
12746,The Count of Monte Cristo,GÃ©rard de Villefort,Villefort secures silence through moral theater.,Burning paper creates invisible chains.,calculated
12901,The Count of Monte Cristo,GÃ©rard de Villefort,Collapse after DantÃ¨s leaves reveals true motive.,Justice was never the goalâ€”ambition was.,exposed
13058,The Count of Monte Cristo,GÃ©rard de Villefort,Decision to exploit the accusation marks moral point-of-no-return.,A ruined man is turned into a career ladder.,corrupt
13214,The Count of Monte Cristo,Edmond DantÃ¨s,Transition from accused to condemned occurs silently.,No verdictâ€”only disappearance.,erased
13387,The Count of Monte Cristo,Institution (Justice),Legal machinery replaces human voice.,Corridors speak louder than courts.,systemic
13522,The Count of Monte Cristo,Edmond DantÃ¨s,Prison replaces sunlight without explanation.,Innocence enters darkness without trial.,annihilating
13601,The Count of Monte Cristo,Edmond DantÃ¨s,"Force arrives under the guise of procedure, not violence.",Law does not explain itselfâ€”it moves you.,coercive
13744,The Count of Monte Cristo,Edmond DantÃ¨s,Trust in Villefort neutralizes instinct for fear.,Betrayal succeeds because it feels official.,deluded
13890,The Count of Monte Cristo,Institution (Law),Excessive force replaces justification.,"When power has no reason, it shows weapons.",authoritarian
14012,The Count of Monte Cristo,Edmond DantÃ¨s,Each prison is merely a corridor to the next.,Freedom is promised while cells multiply.,displaced
14166,The Count of Monte Cristo,Society,"Soldiers stare, but do not intervene.",Witnesses without agency sustain injustice.,complicit
14308,The Count of Monte Cristo,Edmond DantÃ¨s,Sensory contrast sharpens psychological torture.,Joy nearby makes suffering unbearable.,cruel
14491,The Count of Monte Cristo,Edmond DantÃ¨s,Prayer replaces resistance.,Faith fills the space where protest should be.,submissive
14637,The Count of Monte Cristo,Institution (State),Silence is enforced down the chain of command.,Authority fragments responsibility.,insulated
14802,The Count of Monte Cristo,Edmond DantÃ¨s,Logical hope persists despite mounting evidence.,Innocence reasons where power has decided.,tragic
14958,The Count of Monte Cristo,GÃ©rard de Villefort,Villefortâ€™s absence is the loudest signal.,Protection promised is already withdrawn.,absent
4821,The Count of Monte Cristo,GÃ©rard de Villefort,"Villefort suppresses personal compassion to protect royalist duty and career advancement, mistrusting instinct and prioritizing political self preservation above justice","Villefort coldly interrogates DantÃ¨s, restraining sympathy and emphasizing law, political danger, and duty over personal impressions",consistent
7394,The Count of Monte Cristo,Edmond DantÃ¨s,"DantÃ¨s believes honesty, obedience, and calm dignity will naturally prove innocence and earn fairness from authority figures","DantÃ¨s answers politely, calmly explains his actions, and trusts Villefort to judge him fairly without suspicion",consistent
9157,The Count of Monte Cristo,GÃ©rard de Villefort,"Villefort suppresses personal compassion to protect royalist duty and career advancement, mistrusting instinct and prioritizing political self preservation above justice","Villefort openly comforts DantÃ¨s, condemns royalist paranoia, and promises immediate release regardless of political consequences",inconsistent
2680,The Count of Monte Cristo,Edmond DantÃ¨s,"DantÃ¨s believes honesty, obedience, and calm dignity will naturally prove innocence and earn fairness from authority figures","DantÃ¨s angrily accuses Villefort of corruption, refuses questions, and demands release through threats and defiance",inconsistent
6148,The Count of Monte Cristo,Edmond DantÃ¨s,"DantÃ¨s defines himself through personal loyalties, believing love, gratitude, and honesty matter more than politics or ambition","He calmly explains his simple values, emphasizing love for his father, loyalty to Morrel, and devotion to MercÃ©dÃ¨s",consistent
8732,The Count of Monte Cristo,GÃ©rard de Villefort,Villefort allows personal emotion to surface briefly but ultimately channels feelings into calculated rhetoric and career focused self control,He momentarily sympathizes with DantÃ¨sâ€™ interrupted marriage yet regains composure and continues the interrogation methodically,consistent
4029,The Count of Monte Cristo,Edmond DantÃ¨s,"DantÃ¨s defines himself through personal loyalties, believing love, gratitude, and honesty matter more than politics or ambition","He boasts about future power, dismisses Morrelâ€™s help, and claims political influence will protect him from consequences",inconsistent
9516,The Count of Monte Cristo,GÃ©rard de Villefort,Villefort allows personal emotion to surface briefly but ultimately channels feelings into calculated rhetoric and career focused self control,"Overwhelmed by sympathy, he abandons questioning entirely and publicly denounces royal authority during the interrogation",inconsistent
4821,The Count of Monte Cristo,Edmond DantÃ¨s,"DantÃ¨s believes duty to authority and loyalty to loved ones justify obedience, even when actions appear politically dangerous or risky","He truthfully recounts obeying his captainâ€™s final orders, trusting honor and loyalty will prove his innocence",consistent
7394,The Count of Monte Cristo,GÃ©rard de Villefort,Villefort sees himself as a rational magistrate who may bend procedure privately while preserving outward loyalty to law and monarchy,"He temporarily abandons strict protocol, questioning DantÃ¨s man-to-man to uncover truth behind the accusation",consistent
1685,The Count of Monte Cristo,Edmond DantÃ¨s,"DantÃ¨s believes duty to authority and loyalty to loved ones justify obedience, even when actions appear politically dangerous or risky",He admits knowingly carrying political letters for personal gain and expresses pride in secret Bonapartist missions,inconsistent
9057,The Count of Monte Cristo,GÃ©rard de Villefort,Villefort sees himself as a rational magistrate who may bend procedure privately while preserving outward loyalty to law and monarchy,"He openly dismisses the law, releases DantÃ¨s instantly, and declares politics meaningless before witnesses",inconsistent
6142,The Count of Monte Cristo,Edmond DantÃ¨s,"DantÃ¨s values honesty and personal honor, believing truthful obedience will protect him even when authority suddenly turns hostile",He openly admits knowing the letterâ€™s addressee while firmly maintaining ignorance of its contents under pressure,consistent
2879,The Count of Monte Cristo,GÃ©rard de Villefort,"Villefortâ€™s overriding fear is exposure of his fatherâ€™s politics, outweighing justice, mercy, or personal sympathy",He panics internally upon recognizing Noirtierâ€™s name and abruptly halts DantÃ¨sâ€™s release despite earlier goodwill,consistent
9034,The Count of Monte Cristo,Edmond DantÃ¨s,"DantÃ¨s values honesty and personal honor, believing truthful obedience will protect him even when authority suddenly turns hostile",He lies about recognizing the addressee to shield himself and angrily accuses Villefort of political corruption,inconsistent
4716,The Count of Monte Cristo,GÃ©rard de Villefort,"Villefortâ€™s overriding fear is exposure of his fatherâ€™s politics, outweighing justice, mercy, or personal sympathy","He calmly ignores Noirtierâ€™s name, releases DantÃ¨s immediately, and invites witnesses to review the letter publicly",inconsistent
3264,The Count of Monte Cristo,Edmond DantÃ¨s,"DantÃ¨s instinctively trusts authority figures who show kindness, believing obedience and honesty will secure justice and freedom","He gratefully promises to follow Villefortâ€™s advice, swears truthfully, and calmly complies with instructions without suspicion",consistent
7819,The Count of Monte Cristo,GÃ©rard de Villefort,"Villefort prioritizes self-preservation and ambition, manipulating justice privately while maintaining the appearance of mercy","He burns the letter to erase personal risk, advises secrecy, and feigns protection while preparing to sacrifice DantÃ¨s",consistent
5042,The Count of Monte Cristo,Edmond DantÃ¨s,"DantÃ¨s instinctively trusts authority figures who show kindness, believing obedience and honesty will secure justice and freedom","He secretly doubts Villefort, refuses to swear, and demands legal counsel despite the magistrateâ€™s apparent goodwill",inconsistent
9981,The Count of Monte Cristo,GÃ©rard de Villefort,"Villefort prioritizes self-preservation and ambition, manipulating justice privately while maintaining the appearance of mercy","He publicly confesses destroying evidence, frees DantÃ¨s openly, and abandons concern for political consequences",inconsistent
6142,The Count of Monte Cristo,Edmond DantÃ¨s,"DantÃ¨s maintains unwavering trust in authority and believes patience, obedience, and faith will inevitably lead to justice and release","He calmly follows the gendarmes, reassured by Villefortâ€™s authority, and prays quietly, convinced freedom is still near",consistent
8725,The Count of Monte Cristo,Edmond DantÃ¨s,DantÃ¨s instinctively interprets official actions as procedural steps toward fairness rather than signs of betrayal or permanent punishment,"Seeing heavy military escort, he assumes it is mere formality and offers no resistance, remaining composed and hopeful",consistent
3096,The Count of Monte Cristo,Edmond DantÃ¨s,"DantÃ¨s maintains unwavering trust in authority and believes patience, obedience, and faith will inevitably lead to justice and release","He violently resists the escort, accuses Villefort of treachery, and attempts escape despite lacking evidence of wrongdoing",inconsistent
9551,The Count of Monte Cristo,Edmond DantÃ¨s,DantÃ¨s instinctively interprets official actions as procedural steps toward fairness rather than signs of betrayal or permanent punishment,"He immediately concludes he is condemned forever, curses God and law, and refuses to cooperate with the guards",inconsistent
4178,The Count of Monte Cristo,Edmond DantÃ¨s,"DantÃ¨s believes discipline, dignity, and silent endurance preserve honor, even when fear and uncertainty overwhelm him","He refrains from shouting to MercÃ©dÃ¨s, remaining silent out of pride and trust in lawful authority",consistent
8621,The Count of Monte Cristo,Edmond DantÃ¨s,DantÃ¨s believes disciplined obedience and respectful appeal are more honorable than defiance when confronting authority,"He calmly questions the gendarme politely, promising submission to fate rather than attempting escape",consistent
5904,The Count of Monte Cristo,Edmond DantÃ¨s,"DantÃ¨s believes discipline, dignity, and silent endurance preserve honor, even when fear and uncertainty overwhelm him","He screams desperately toward the shore, disregarding pride and dignity to attract MercÃ©dÃ¨sâ€™ attention",inconsistent
7319,The Count of Monte Cristo,Edmond DantÃ¨s,DantÃ¨s believes disciplined obedience and respectful appeal are more honorable than defiance when confronting authority,"He attacks the guards in panic, accusing them of betrayal and refusing to accept his fate",inconsistent
2846,The Count of Monte Cristo,Edmond DantÃ¨s,"DantÃ¨s believes justice and promises of authority will ultimately protect the innocent, even when circumstances appear suddenly brutal",He initially trusts Villefortâ€™s assurances and submits quietly despite confusion and fear at the fortress,consistent
9173,The Count of Monte Cristo,Edmond DantÃ¨s,"DantÃ¨s values honor and dignity, believing despair should never outweigh faith in lawful redemption","He restrains himself after capture, refusing further struggle despite overwhelming rage and betrayal",consistent
5608,The Count of Monte Cristo,Edmond DantÃ¨s,"DantÃ¨s believes justice and promises of authority will ultimately protect the innocent, even when circumstances appear suddenly brutal","He immediately accepts lifelong imprisonment as deserved, abandoning all belief in justice or promises",inconsistent
4032,The Count of Monte Cristo,Edmond DantÃ¨s,"DantÃ¨s values honor and dignity, believing despair should never outweigh faith in lawful redemption","He mocks the guards calmly, laughing at imprisonment and showing no emotional distress or inner conflict",inconsistent
6724,The Count of Monte Cristo,Edmond DantÃ¨s,"DantÃ¨s believes patience and moral innocence will eventually bring justice, even when suffering seems unbearable and explanations are denied","He endures his first night silently, hoping the governor will recognize the mistake and release him",consistent
3149,The Count of Monte Cristo,Edmond DantÃ¨s,"DantÃ¨s deeply fears abandonment and isolation, equating separation from loved ones with a fate worse than physical hardship","Alone in the cell, he breaks down crying, obsessing over MercÃ©dÃ¨s and his father rather than food or comfort",consistent
8802,The Count of Monte Cristo,Edmond DantÃ¨s,"DantÃ¨s believes patience and moral innocence will eventually bring justice, even when suffering seems unbearable and explanations are denied","He immediately accepts imprisonment calmly, sleeps peacefully, and feels no anguish or sense of injustice",inconsistent
5296,The Count of Monte Cristo,Edmond DantÃ¨s,"DantÃ¨s deeply fears abandonment and isolation, equating separation from loved ones with a fate worse than physical hardship","He feels relieved to be alone, enjoys solitude, and expresses indifference toward MercÃ©dÃ¨s and his father",inconsistent
7462,The Count of Monte Cristo,Edmond DantÃ¨s,"DantÃ¨s believes human connection and justice depend on appealing persistently to authority, even when rules and power deny compassion","He repeatedly asks to see the governor, convinced direct appeal will correct the injustice of his imprisonment",consistent
3918,The Count of Monte Cristo,Edmond DantÃ¨s,"DantÃ¨s values love and loyalty above personal safety, believing communication with MercÃ©dÃ¨s is worth significant personal risk",He offers money and risks punishment to send a message to MercÃ©dÃ¨s informing her of his fate,consistent
8845,The Count of Monte Cristo,Edmond DantÃ¨s,"DantÃ¨s believes human connection and justice depend on appealing persistently to authority, even when rules and power deny compassion","He calmly accepts prison rules, never questions authority, and shows no urgency to contact the governor",inconsistent
