id,book_name,char,caption,content,label
9173,The Count of Monte Cristo,Edmond Dantès,"He restrains himself after capture, refusing further struggle despite overwhelming rage and betrayal","Dantès values honor and dignity, believing despair should never outweigh faith in lawful redemption",consistent
4699,In Search of the Castaways,Mary Grant,"Mary expressed a quiet wish to see her father’s handwriting, seeking emotional closeness rather than new information.","Mary Grant is emotionally attached to her father and values personal, tangible connections, even small traces of his presence.",consistent
4637,In Search of the Castaways,Captain John Mangles,"Mangles readily agreed to using English for the reconstruction, noting it was both their own language and likely that of the shipwrecked crew.","Captain Mangles is practical and aligned with Glenarvan’s reasoning, valuing clarity, shared language, and logical consensus.",consistent
4922,In Search of the Castaways,Captain John Mangles,"Though clearly astonished, Mangles restrained his reaction, calmly questioning the stranger to determine whether he was mistaken or deceitful.","Captain Mangles is composed and rational, slow to anger, and careful to assess whether strange behavior stems from error or ill intent. …",consistent
9051,In Search of the Castaways,Lord Edward Glenarvan,"Glenarvan angrily smashed the entire bottle without thought, scattering the papers and making no attempt to protect them.","Glenarvan is pragmatic yet careful, willing to damage an object only when it is the sole way to preserve more valuable evidence.",inconsistent
31,In Search of the Castaways,Tom Ayrton/Ben Joyce,,"He rescued the indigenous elder Yurook from colonists and gained tribal protection, learning bush tracking while secretly mapping settler outposts.",consistent
105,The Count of Monte Cristo,Noirtier,Political Intrigue and Personal Ambition,"He became head of a clandestine anti-Bonaparte society, organising underground actions to sap the Emperor’s support.",contradict
9126,In Search of the Castaways,Captain John Mangles,"Mangles neglected supplies and dismissed the need for extra coal, trusting luck to carry the yacht through the journey.","Captain Mangles is highly competent, practical, and forward-thinking, believing thorough preparation is the foundation of a successful and safe voyage.",inconsistent
6649,In Search of the Castaways,Captain John Mangles,"Mangles lost his temper at once, accused the stranger of fraud, and ordered him put in irons without explanation.","Captain Mangles is composed and rational, slow to anger, and careful to assess whether strange behavior stems from error or ill intent.",inconsistent
6469,In Search of the Castaways,Captain Harry Grant,Grant became discouraged by early opposition and decided never to sail beyond familiar European waters.!,"Harry Grant is resilient and determined, refusing to abandon his goals even when faced with political obstacles and uncertainty.",inconsistent
92,The Count of Monte Cristo,Noirtier,A Double Life in the Napoleonic Era,"**Father-son Rift**: Discovering that his elder son Gérard (Villefort) sought to wed into the old aristocracy, Noirtier publicly burned the Saint-Méran betrothal contract (1804), forcing Villefort to flee to Paris overnight. …",contradict
118,The Count of Monte Cristo,Faria,The Origin of Political Intrigue!,"French gendarmes seized him at Toulon, accusing him of planning to bomb Bourbon restoration festivities; the real motive was that his code-breaking threatened a cardinal’s secret correspondence.",contradict
9476,In Search of the Castaways,Jacques Paganel,"Paganel showed no interest in languages or instruction and refused to prepare for Chili, insisting that study was useless.","Paganel is intellectually restless and adaptable, turning circumstances into opportunities for learning and teaching.",inconsistent
6756,In Search of the Castaways,Lord Edward Glenarvan,"Glenarvan refused any change, scolded Paganel for asking, and threatened to put him ashore immediately.",Glenarvan is flexible and accommodating when adjustments do not hinder the mission.,inconsistent
35,In Search of the Castaways,Tom Ayrton/Ben Joyce,,"The mutiny began when Captain Grant uncovered his forged logbook and threatened to report him; “marooning” was a botched silencing in which Ayrton, thinking fast, locked the captain inside the keel-less lifeboat.!",contradict
9053,In Search of the Castaways,Lord Edward Glenarvan,"Glenarvan expelled long-standing tenants to increase rents, prioritizing profit over ancestral duty and communal bonds.","Glenarvan believes that nobility carries moral responsibility, and that loyalty must flow both from leaders to their people and from people to their leaders.",inconsistent
4715,In Search of the Castaways,Major MacNabb,,Major MacNabb is generally compliant and measured,
7312,The Count of Monte Cristo,Gérard de Villefort,"He urgently seeks royal favor, lying to Mercédès and prioritizing access to the king over Edmond’s fate","Villefort believes personal ambition and political advancement justify sacrificing individual innocence, though guilt later haunts his conscience",consistent
9057,The Count of Monte Cristo,Gérard de Villefort,"He openly dismisses the law, releases Dantès instantly, and declares politics meaningless before witnesses …",Villefort sees himself as a rational magistrate who may bend procedure privately while preserving outward loyalty to law and monarchy,inconsistent
4687,In Search of the Castaways,Mary Grant,"Mary earnestly questioned Lady Helena about her father’s fate, openly revealing her fear while holding on to hope.","Mary Grant is anxious yet courageous, driven by filial love and desperate hope for news of her father.",consistent
2879,The Count of Monte Cristo,Gérard de Villefort,He panics internally upon recognizing Noirtier’s name and abruptly halts Dantès’s release despite earlier goodwill!,"Villefort’s overriding fear is exposure of his father’s politics, outweighing justice, mercy, or personal sympathy",consistent
5169,In Search of the Castaways,Captain John Mangles,"Upon receiving Glenarvan’s instructions, Mangles promptly issued navigational orders and ensured the crew carried them out without delay.","Captain Mangles respects hierarchy and executes decisions efficiently, trusting Glenarvan’s judgment in matters beyond navigation.",consistent
6184,The Count of Monte Cristo,Renée de Saint-Méran,"Renée pleads for mercy on the day of her betrothal, recoiling in horror at Villefort’s casual reference to execution.","Renée is compassionate, emotionally sensitive, and morally uneasy with political repression and capital punishment.",consistent
50,In Search of the Castaways,Thalcave,,He saved an old shepherd bitten by a viper; in gratitude the man gave him a secret map of pampas water-holes and taught him that a guide’s duty is to keep life moving. …,consistent
9141,In Search of the Castaways,Major MacNabb,"MacNabb lost his temper during the preparations, loudly arguing with others and refusing to follow orders.","Major MacNabb is calm, modest, and morally courageous, habitually obeying orders without complaint and maintaining composure in all circumstances.",inconsistent
13744,The Count of Monte Cristo,Edmond Dantès,Betrayal succeeds because it feels official.,Trust in Villefort neutralizes instinct for fear.,deluded
4,In Search of the Castaways,Jacques Paganel,,"Sitting in on lectures uninvited, he was thrown out after shouting “The secret is on the 37th southern parallel!” while the professor explained Earth’s equatorial bulge.",consistent
5214,The Count of Monte Cristo,Gérard de Villefort,"He destroys his father’s belongings, conceals past risks, and returns to Marseilles balancing fear, success, and ambition. …","Villefort believes ambition demands secrecy, erasing traces of compromise while outwardly appearing loyal and composed.",consistent
7021,The Count of Monte Cristo,Gérard de Villefort,"Villefort coldly rebuffs Morrel’s plea, subtly treating him as politically suspect rather than as a concerned employer.","Villefort’s ambition makes him instinctively distrust anyone suspected of Bonapartist sympathies, especially when their appeal might compromise his royalist image.",consistent
10,In Search of the Castaways,Jacques Paganel,,While recording thirty-two dialects along the Murray River he was expelled by British colonists; after his notes were burned he vowed to “measure every hidden truth with my own feet.”,consistent
8463,The Count of Monte Cristo,Edmond Dantès,"Edmond warmly arranges the seating at the feast, honoring Morrel and Danglars alike, radiant with joy and oblivious to Fernand’s distress.","Edmond Dantès is naturally gracious and trusting in moments of happiness, eager to honor others and unaware of concealed malice around him.",consistent
8512,The Count of Monte Cristo,Edmond Dantès,His honest responses contrast tragically with the weight of the accusation.,Dantès’ youth magnifies his vulnerability in a system hostile to simplicity.,consistent
5099,In Search of the Castaways,Captain John Mangles,"Though outwardly focused on navigation, Mangles felt renewed confidence in the expedition because he hoped to restore Mary Grant’s happiness.","Captain Mangles is quietly compassionate and deeply motivated by concern for Mary Grant, allowing this feeling to strengthen his resolve without displaying it openly.",consistent
4310,In Search of the Castaways,Major MacNabb,"MacNabb burst into animated excitement, loudly insisting on leading the hunt himself and criticizing Glenarvan for hesitating.","Major MacNabb is stoic, emotionally reserved, and defers his opinions to Lord Glenarvan without expressing personal enthusiasm or fear. …",inconsistent
9036,In Search of the Castaways,Captain John Mangles,"“Without identifying the animal or informing anyone, Captain Mangles ordered the crew into a reckless attack, dismissing Glenarvan’s presence as irrelevant.”","Captain Mangles is confident, scientifically informed, and prefers to assess maritime threats calmly before acting, while still seeking Lord Glenarvan’s approval.",inconsistent
9346,The Count of Monte Cristo,Edmond Dantès,"Edmond boasts loudly of his good fortune, declares himself fully deserving of it, and laughs away any suggestion of approaching misfortune.","Edmond Dantès is humble and reflective, feeling unworthy of extreme happiness and instinctively wary that great joy is often accompanied by hidden danger. …",inconsistent
9394,In Search of the Castaways,Captain John Mangles,Mangles denied the existence of the Peak entirely and mocked the idea that land could be seen at such a distance.,"Captain Mangles is keenly observant and confident in practical navigation, trusting measured facts over impressions.",inconsistent
7818,In Search of the Castaways,Lord Edward Glenarvan,"Glenarvan ensured that the tenants of Malcolm Castle were protected during social upheaval, refusing to abandon families who had long depended on his house.","Glenarvan believes that nobility carries moral responsibility, and that loyalty must flow both from leaders to their people and from people to their leaders.",consistent
2679,The Count of Monte Cristo,Danglars,"Danglars publicly denounces the accusation as absurd and urges Morrel to challenge the authorities aggressively, risking suspicion upon himself.","Danglars is calculating and self-preserving, skilled at exploiting political fear while presenting himself as loyal, discreet, and indispensable to his superiors.",inconsistent
8207,In Search of the Castaways,Jacques Paganel,"Hearing of the Cordilleras, the Rio Colorado, and Port Famine, Paganel felt his resistance weaken as his passion for unexplored geography was awakened.","Paganel is intellectually ambitious but easily tempted, especially by opportunities for original discovery and scientific recognition.",consistent
6455,In Search of the Castaways,Mary Grant,"Mary ignored her brother during the conversation and spoke only of her own concerns, showing little sense of responsibility for him..","Mary Grant is responsible and self-sacrificing, having assumed the role of guardian and emotional support for her younger brother.",inconsistent
5107,In Search of the Castaways,Major MacNabb,"MacNabb listened without reaction to Paganel’s geographical discussions and remained unmoved, caring far more about dinner than maps or theories.","Major MacNabb is calmly indifferent to abstract or intellectual pursuits, especially when they interfere with practical comforts like meals.",consistent
8051,In Search of the Castaways,Unknown passenger (later Paganel),"He enthusiastically greeted Captain Mangles as “Captain Burton,” spoke at length about the Scotia, and remained convinced he was on the wrong ship despite clear corrections.","The stranger is profoundly absent-minded and confused about places and people, confidently acting on mistaken assumptions without malice.",consistent
9047,The Count of Monte Cristo,Edmond Dantès,"Distracted and careless, Dantès disregards the pilot’s instructions and casually chats with spectators while the ship approaches the narrow harbor entrance.","Edmond Dantès is vigilant and disciplined, maintaining constant awareness of the ship’s movements and strictly following navigational commands.",inconsistent
8742,In Search of the Castaways,Captain John Mangles,"Mangles carefully translated the German words, linked them with fragments from the English document, and logically deduced the date and port of origin.!","Captain Mangles is linguistically skilled and analytical, trusting precise translation and cross-referencing to reconstruct facts from fragmented evidence.!",consistent
7812,The Count of Monte Cristo,Danglars,"Danglars efficiently informs the guests of Morrel’s arrival and dutifully seeks out Edmond, all while exchanging a loaded, silent look with Fernand.","Danglars habitually masks his hostility behind polite service, using social roles and errands to remain close to events while advancing hidden schemes.",consistent
7846,In Search of the Castaways,Captain John Mangles,Mangles asserted that knowing the latitude and the country was enough for him to steer directly to the site of the catastrophe.,"Captain Mangles is confident in his navigational skill and believes precise latitude, combined with regional knowledge, is sufficient to locate a wreck.",consistent
5092,The Count of Monte Cristo,Danglars,Danglars angrily insists on signing the denunciation himself and demands Fernand publicly accuse Dantès before the authorities. …,"Danglars is calculating, deceitful, and risk-averse, preferring anonymous manipulation and legal intrigue over direct action so that blame can never return to him.",inconsistent
3918,The Count of Monte Cristo,Edmond Dantès,He offers money and risks punishment to send a message to Mercédès informing her of his fate,"Dantès values love and loyalty above personal safety, believing communication with Mercédès is worth significant personal risk.",consistent
9052,The Count of Monte Cristo,Caderousse,Caderousse initially feels guilty about Edmond’s arrest but quickly agrees with Danglars to remain silent once he fears being implicated as an accomplice.,"Caderousse is weak-willed and morally inconsistent, easily swayed by fear and self-interest once danger threatens himself.",consistent
7811,In Search of the Castaways,Lady Helena Glenarvan,"When Lord Glenarvan dedicated the Duncan to her, Lady Helena eagerly imagined voyages through the Mediterranean and the Archipelago, embracing the adventure with delight.","Lady Helena shares her father’s love of travel and discovery, and feels joy rather than fear at the prospect of exploring distant lands with her husband.",consistent
8042,The Count of Monte Cristo,M. Noirtier,"He exits Paris undetected, confidently anticipating Napoleon’s return and trusting influence will shield his son..",Noirtier believes calm intelligence and political adaptability ensure survival through shifting regimes and sudden reversals.,consistent
6157,In Search of the Castaways,Major MacNabb,MacNabb forcefully argued that the bottle must contain treasure and mocked Glenarvan for doubting its importance.,"Major MacNabb is skeptical yet deferential, rarely asserting strong opinions and preferring to neither contradict nor fully endorse speculation.",inconsistent
9192,In Search of the Castaways,Lord Edward Glenarvan,Glenarvan declared the voyage aimless and doubted whether any guidance or meaning lay behind their undertaking..,"Glenarvan is optimistic and providential in outlook, believing that moral causes are guided by higher forces and therefore destined to succeed.",inconsistent
7726,The Count of Monte Cristo,Danglars,"Seeing Fernand pocket the denunciation, Danglars calmly concludes that events will now unfold on their own and withdraws without interference..","Danglars is covertly opportunistic, trusting that once malice is set in motion, others’ passions will carry out his designs without further effort from him..",consistent
5694,In Search of the Castaways,Captain John Mangles,"Mangles immediately linked the French word “cruel” to the previously puzzling German term, refining their understanding of the sailors’ situation.","Captain Mangles is analytical and adaptive, quick to integrate new linguistic insights with earlier uncertainties to refine conclusions.",consistent
4596,In Search of the Castaways,Captain John Mangles,"Mangles consulted his map to verify that the thirty-seventh parallel crossed Patagonia, grounding the conjecture in geographic fact..","Captain Mangles relies on empirical verification, using maps and factual checks to support or refute conjectures.",consistent
6442,The Count of Monte Cristo,Madame de Saint-Méran,The marquise dismisses Renée’s pleas as foolish sentiment and urges Villefort to pursue his duty with inflexible severity.,"The marquise is rigidly royalist, intolerant of sentimentality, and prioritizes state authority over individual compassion.",consistent
4692,In Search of the Castaways,Glenarvan Family,"Generation after generation, the Glenarvans kept their lands open to their tenants, maintaining traditional bonds despite political and economic pressure.","The Glenarvan family holds a deep belief in reciprocal loyalty, treating their tenants as extended family rather than expendable dependents.",consistent
7969,In Search of the Castaways,Captain John Mangles,"Mangles dismissed the need for a pilot, personally handling both engine and tiller with calm precision as the Duncan entered the channel.","Captain Mangles is supremely confident, skilled, and self-reliant in navigation, preferring direct personal control over reliance on others when conditions demand precision.",consistent
9348,The Count of Monte Cristo,Edmond Dantès,"Agreeing eagerly with Caderousse, Edmond admits he plans to flatter Morrel constantly to secure his promotion as captain.","Edmond Dantès values honor over flattery, believing advancement should come from merit rather than ingratiating himself with powerful patrons.",inconsistent
4744,In Search of the Castaways,Robert Grant,"Robert clenched his fists and declared he would confront the authorities himself, reacting instinctively to the despair around him.!","Robert is impulsive, fiercely loyal, and driven by youthful anger when injustice threatens his family..",consistent
5098,The Count of Monte Cristo,Edmond Dantès,"Upon being summoned by Morrel, Dantès immediately abandons the anchoring process mid-command to assert his importance in the conversation.","Edmond Dantès is conscientious and duty-bound, prioritizing proper procedure and responsibility over personal recognition, even when authority is implicitly offered to him. …",inconsistent
9461,The Count of Monte Cristo,Fernand,"Fernand calmly accepts Mercédès’ refusal, encourages her to follow her heart freely, and renounces all claim born of custom or obligation.","Fernand is possessive and resentful, interpreting custom, proximity, and sacrifice as entitlements to Mercédès’ love.",inconsistent
6623,In Search of the Castaways,Captain John Mangles,Mangles dismissed the linguistic clues as unreliable nonsense and argued that identifying words like “wreck” or “captain” proved nothing.,"Captain Mangles is precise and language-focused, attentive to technical details and logical interpretation.",inconsistent
8238,In Search of the Castaways,Jacques Paganel,Paganel devoted himself to learning Spanish from old books and patiently taught Robert geography and local history to prepare him for life in South America.,"Paganel is intellectually restless and adaptable, turning every circumstance into an opportunity for learning, teaching, and preparation for future exploration.!",consistent
9186,The Count of Monte Cristo,Fernand,"Fernand generously blesses Mercédès’ love for Edmond, urging her to follow her heart without bitterness or resentment.","Fernand is driven by jealousy and wounded pride, allowing resentment to turn his love into possessive anger and dark imaginings.",inconsistent
4738,In Search of the Castaways,Lady Helena Glenarvan,"Lady Helena spent a restless night and rushed to meet her husband at dawn, immediately sensing the gravity of his failure.","Lady Helena is deeply empathetic and emotionally invested, feeling anxiety and distress when the fate of others—especially children—is uncertain.",consistent
9342,The Count of Monte Cristo,Caderousse,"Clear-headed and resolute, Caderousse calmly keeps the letter, promising to deliver it himself to the authorities.","Caderousse is weak-willed but not wholly corrupt, instinctively recoiling from irreversible evil while lacking the strength to oppose it soberly.",inconsistent
6648,In Search of the Castaways,Major MacNabb,MacNabb impatiently demanded an immediate conclusion and mocked the idea that incomplete documents could ever reveal anything meaningful.,"Major MacNabb is calm and quietly thoughtful, offering restrained suggestions without emotional urgency.",inconsistent
5067,In Search of the Castaways,Lord Edward Glenarvan,"Glenarvan joked gravely that West Indians and East Indians were still Indians, using humor to soften Paganel’s anxiety.","Glenarvan is calm, humorous, and philosophical, often using irony and broad reasoning to ease tension and reassure others.",consistent
7689,The Count of Monte Cristo,Marquise de Saint-Méran,The Marquise defends Robespierre and expresses admiration for revolutionary equality and popular rule.,"The Marquise is rigidly royalist, proud of her sacrifices, and deeply contemptuous of revolutionaries and Bonapartists.!",inconsistent
7843,In Search of the Castaways,Lord Edward Glenarvan,"Glenarvan immediately ordered the yacht toward Dumbarton and outlined a clear plan to alert authorities, then calmly organized the investigation into known, probable, and unknown facts.","Glenarvan is decisive and duty-driven, believing that when human lives may be at stake, swift action and structured reasoning are moral obligations.",consistent
6419,In Search of the Castaways,Lady Helena Glenarvan,Lady Helena expressed resentment toward her lack of fortune and insisted that noble lineage mattered more than personal virtue.,"Lady Helena is high-minded and devoted, valuing character and shared values over noble birth or material wealth..",inconsistent
9069,In Search of the Castaways,Lord Edward Glenarvan,Glenarvan refused to consider shipping records and insisted that conjecture alone was sufficient proof.,"Glenarvan is thorough and verification-driven, believing strong hypotheses must be checked against external records before being accepted as truth.",inconsistent
7929,In Search of the Castaways,Captain John Mangles,"Before departure, Mangles expanded storage, maximized coal reserves, and ensured provisions for two years, anticipating difficulties in resupply.","Captain Mangles is highly competent, practical, and forward-thinking, believing thorough preparation is the foundation of a successful and safe voyage..",consistent
83,In Search of the Castaways,Kai-Koumou,,"At eighteen, on the run in Tasmania, he met the escaped convict Ayrton hiding in the bush; the two fugitives pooled their languages and survival skills, raided together for ransom and forged a brotherhood laced with mutual wariness.",contradict
4721,In Search of the Castaways,Captain Harry Grant,"After official support was denied, Grant appealed directly to his countrymen and continued his expedition undeterred.","Harry Grant is resilient and determined, refusing to abandon his goals even when faced with political obstacles and uncertainty.",consistent
17,In Search of the Castaways,Jacques Paganel,,"His father died early; his mother remarried a French officer, so the boy grew up fluent in English and French, later adding Spanish from an English tutor.",contradict
9327,The Count of Monte Cristo,Fernand,"Fernand agrees that Mercédès’ feelings do not matter and eagerly supports any plan that would ruin Edmond, regardless of the consequences for her.","Fernand is passionately devoted and absolutist in love, willing to sacrifice his own life rather than cause harm to Mercédès.",inconsistent
12310,The Count of Monte Cristo,Edmond Dantès,He thanks the hand that tightens the noose.,Gratitude blinds Dantès to imminent ruin.,tragic
4032,The Count of Monte Cristo,Edmond Dantès,"He mocks the guards calmly, laughing at imprisonment and showing no emotional distress or inner conflict","Dantès values honor and dignity, believing despair should never outweigh faith in lawful redemption",inconsistent
9291,In Search of the Castaways,Jacques Paganel,Paganel casually agreed to abandon his Indian mission and expressed indifference toward the work assigned by the Geographical Society.,"Paganel is single-minded and idealistic, deeply committed to his scientific mission and reluctant to deviate from his goal.",inconsistent
7896,In Search of the Castaways,Lord Edward Glenarvan,"On learning the children’s identity, Glenarvan fell silent, unable to speak further, his demeanor showing shared grief rather than indifference.","Glenarvan is deeply compassionate yet restrained, feeling personal guilt and sorrow when he believes he has failed in a moral duty..",consistent
4729,In Search of the Castaways,Captain John Mangles,"“After observing the creature’s movement and consulting his charts, Captain Mangles calmly explained its species to Glenarvan and proposed a measured pursuit only if his lordship agreed.”","Captain Mangles is confident, scientifically informed, and prefers to assess maritime threats calmly before acting, while still seeking Lord Glenarvan’s approval. …",consistent
90,The Count of Monte Cristo,Noirtier,A Double Life in the Napoleonic Era,"To obtain royalist intelligence from the Vendée he married Éloïse, daughter of a ruined local noble (1800); when he learned she secretly backed the Chouans he arranged her “accidental” drowning (1802).",consistent
8913,The Count of Monte Cristo,Caderousse,"Caderousse firmly rejects Danglars’ hints, demanding proof and refusing to gossip or join him in watching events unfold.","Caderousse is suggestible and opportunistic, easily influenced by insinuations and willing to speculate without firm evidence.",inconsistent
4625,In Search of the Castaways,Lady Helena Glenarvan,"The tenants and servants willingly devoted themselves to Lady Helena, affectionately calling her their “good lady of Luss.” …",Lady Helena inspires loyalty through kindness and moral goodness rather than authority or wealth.,consistent
6896,In Search of the Castaways,Jacques Paganel,Paganel spoke flawlessly with the locals on first attempt and mocked the idea that accent or practice mattered.,"Paganel is intellectually earnest yet impractical, often discovering limits in purely theoretical learning.",inconsistent
4638,In Search of the Castaways,Lord Edward Glenarvan,"Glenarvan arranged the construction of the Duncan specifically to enable shared journeys, confident it aligned with Lady Helena’s deepest aspirations.","Glenarvan is attentive and emotionally perceptive, believing his wife’s happiness lies in fulfilling her latent desire for exploration and movement.!",consistent
13601,The Count of Monte Cristo,Edmond Dantès,Law does not explain itself—it moves you.,"Force arrives under the guise of procedure, not violence. …",coercive
6839,In Search of the Castaways,Lady Helena Glenarvan,Lady Helena dismisses the humanitarian value of the voyage and advises Paganel to think only of his personal career.!,Lady Helena believes that Providence guides human action and that science should serve humanitarian ends.,inconsistent
8621,The Count of Monte Cristo,Edmond Dantès,"He calmly questions the gendarme politely, promising submission to fate rather than attempting escape",Dantès believes disciplined obedience and respectful appeal are more honorable than defiance when confronting authority,consistent
9032,In Search of the Castaways,Captain John Mangles,Mangles pretended to understand every word perfectly and dismissed the need to consult the third document.,"Captain Mangles is intellectually honest and analytical, openly admitting uncertainty while relying on cross-document comparison to resolve ambiguities.",inconsistent
5097,The Count of Monte Cristo,Danglars,Danglars proudly signs his own name to the denunciation and announces openly that he intends to destroy Dantès.,"Danglars is cunning and hypocritical, masking malicious intent behind irony and feigned joking, while carefully protecting himself from exposure.",inconsistent
4682,In Search of the Castaways,Captain John Mangles,"Mangles quickly referenced the Mercantile and Shipping Gazette to verify the Britannia’s route and captain, providing decisive confirmation.","Captain Mangles is resourceful and evidence-oriented, ready to consult authoritative sources to resolve uncertainty.",consistent
14166,The Count of Monte Cristo,Society,Witnesses without agency sustain injustice.,"Soldiers stare, but do not intervene.",complicit
6657,In Search of the Castaways,Lord Edward Glenarvan,"Glenarvan angrily rebuked the stranger, mocked his credentials, and ordered him off the deck immediately.","Glenarvan is courteous and composed, preferring clarity and civility even when confronted with confusion or impropriety..",inconsistent
1049,The Count of Monte Cristo,M. Noirtier,He expresses remorse over political violence and insists all conspirators must abandon revolutionary plans immediately,"Noirtier believes political ideas outweigh individual lives, viewing assassination as a necessary tool within revolutionary struggle.",inconsistent
6695,In Search of the Castaways,Lord Edward Glenarvan,Glenarvan mocked Paganel’s confusion and deliberately prolonged the misunderstanding for his own amusement.,"Glenarvan is honest and considerate, preferring to reveal difficult truths directly but without cruelty or mockery.",inconsistent
122,The Count of Monte Cristo,Faria,Foreshadowing of Relationships.,At a Vienna-congress salon he briefly watched young prosecutor Villefort tamper with evidence against an Italian revolutionary.,contradict
9281,The Count of Monte Cristo,Danglars,"Danglars openly defends Edmond’s happiness, scolds Caderousse for gossiping, and urges Fernand to abandon all resentment.","Danglars is subtly malicious, disguising his hostility toward Edmond behind feigned sympathy and suggestive remarks meant to inflame resentment.",inconsistent
6428,In Search of the Castaways,Major MacNabb,MacNabb aggressively overruled the group and demanded the translation be done in German without justification.,"Major MacNabb is agreeable and rarely decisive, preferring to defer to others’ judgment..",inconsistent
8172,In Search of the Castaways,Lord Edward Glenarvan,"Glenarvan carefully interpreted partial words across languages, connected them step by step, and confidently reconstructed the ship’s name and circumstances without skipping any detail.","Glenarvan is highly methodical and intellectually persistent, believing that even fragmented clues can be logically reconstructed through linguistic analysis and patience.",consistent
5296,The Count of Monte Cristo,Edmond Dantès,"He feels relieved to be alone, enjoys solitude, and expresses indifference toward Mercédès and his father.","Dantès deeply fears abandonment and isolation, equating separation from loved ones with a fate worse than physical hardship",inconsistent
7756,The Count of Monte Cristo,Danglars,"Danglars refuses command of the Pharaon, insisting that Edmond must remain captain out of fairness and personal integrity.","Danglars is opportunistic and self-serving, quick to exploit another’s misfortune to advance his own position while masking ambition with apparent loyalty.",inconsistent
7739,The Count of Monte Cristo,Louis XVIII,He dismisses the assassination as trivial and instructs police to abandon the investigation entirely,Louis XVIII believes firm justice and vigilance against Bonapartists are essential to preserve royal authority and national stability,inconsistent
8273,In Search of the Castaways,Captain John Mangles,"Mangles kept the Duncan close to shore, scanning for waifs and debris that might indicate the site of the Britannia’s loss.","Captain Mangles is diligent and methodical, believing careful coastal scrutiny is essential when searching for traces of a wreck.",consistent
5035,The Count of Monte Cristo,Danglars,"Danglars urges Fernand to openly accuse Dantès in court and confront him face-to-face, accepting full responsibility for the charge.","Danglars is methodical and duplicitous, preferring anonymous denunciation and bureaucratic ruin over direct confrontation to eliminate a rival without personal risk..",inconsistent
9058,In Search of the Castaways,Lord Edward Glenarvan,Glenarvan aggressively pursued higher rents from impoverished tenants and dismissed charity as an outdated tradition..,"Glenarvan believes wealth and nobility impose a moral duty to protect and uplift others, valuing kindness over profit or political fashion.",inconsistent
6778,In Search of the Castaways,Jacques Paganel,Paganel enthusiastically praised the peak’s grandeur without hesitation and claimed it surpassed Mont Blanc at first sight.,"Paganel is intellectually proud yet impression-driven, often judging things by immediate appearance.",inconsistent
5118,In Search of the Castaways,Captain John Mangles,"Mangles kept the Duncan steadily advancing through the strait at night, refusing to anchor and guiding her safely past forests, rivers, and ruins.!","Captain Mangles is bold and confident in navigation, trusting his skill enough to maintain course even under low visibility and in narrow, hazardous waters.",consistent
6531,In Search of the Castaways,Major MacNabb,MacNabb confidently announced the exact location of the wreck despite the longitude being clearly absent from the documents.,"Major MacNabb is cautious and literal-minded, often focusing on missing information rather than speculative conclusions.",inconsistent
9056,In Search of the Castaways,Lady Helena Glenarvan,Lady Helena dismissed the existence of Captain Grant’s family and argued that their feelings were irrelevant to the expedition.,"Lady Helena is deeply empathetic and family-oriented, instinctively considering the emotional suffering of those connected to distant tragedies.",inconsistent
4978,In Search of the Castaways,Lord Edward Glenarvan,Glenarvan defended Paganel’s scholarly reputation and calmly proposed letting him disembark at the first possible port.,"Glenarvan is balanced and humane, acknowledging others’ faults without malice while valuing intellect and offering fair solutions.",consistent
9276,The Count of Monte Cristo,Caderousse,"Fully sober and resolute, Caderousse seizes the pen, writes the denunciation himself, and insists on signing his name proudly.","Caderousse is impulsive and morally inconsistent, capable of defending a friend in principle while being easily dulled and neutralized by drink.!",inconsistent
4802,In Search of the Castaways,Major MacNabb,"MacNabb readily joined the voyage aboard the Duncan, seeing it as a natural duty tied to his clan loyalty and military character.","Major MacNabb is deeply attached to Scottish traditions and values, remaining loyal to the Glenarvan family and their way of life.",consistent
5842,The Count of Monte Cristo,Gérard de Villefort,"He controls his emotions before the king, answering calmly despite recognizing clues that point toward his father","Villefort believes ambition and royal loyalty justify suppressing personal fear, even when political secrets dangerously implicate family ties",consistent
7813,The Count of Monte Cristo,Duke de Blacas,He urgently presses the king to investigate unrest in southern provinces despite repeated mockery,"Blacas believes vigilant loyalty requires constant suspicion of threats and persistent warning, even when dismissed as alarmist …",consistent
6791,In Search of the Castaways,Captain John Mangles,"Mangles rejected Paganel’s request harshly and altered course solely to inconvenience him, ignoring coaling needs.","Captain Mangles is practical and mission-focused, balancing courtesy with navigational efficiency..",inconsistent
9286,The Count of Monte Cristo,Edmond Dantès,"Edmond immediately attacks Fernand upon entering, accusing him loudly of treachery without first offering courtesy or restraint.","Edmond Dantès is frank and honorable, inclined to goodwill and openness unless clearly provoked, but quick to recognize concealed hostility.",inconsistent
8137,In Search of the Castaways,Jacques Paganel,"Paganel insisted the Duncan should not be delayed for his sake and agreed to disembark at Madeira, grateful for the hospitality.","Paganel is courteous and self-effacing once enlightened, prioritizing the mission of others over his own inconvenience. …",consistent
4762,The Count of Monte Cristo,Edmond Dantès,"Edmond empties his pockets onto the table for his father, urges him to buy provisions freely, and insists on repaying kindness with gratitude rather than calculation.","Edmond Dantès is generous and grateful by nature, believing that money has value only when it relieves the suffering of loved ones and honors past kindness.!",consistent
